state,billID,link,year,title,status,lastAction,author,topics,summary
VA,VA H    5104,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5104&ciq=ncsl&client_md=691ceebab4e3b1b2e6ed4f88a652b698&mode=current_text,2020,Minimum Qualifications for Law Enforcement Officers,Enacted - Act No. 32,10/28/2020 - Enacted,['Price (D)'],"['Certification', ' Oversight']","Relates to minimum qualifications for law enforcement officer, relates to disclosure of information, provides that any Sheriff or Chief of Police, the Director or Chief Executive of any agency or department employing Deputy Sheriffs or law enforcement officers, and the Director of the Department of Criminal Justice Services shall disclose to a prospective law enforcement or jail employer any information related to an arrest or prosecution of a former police officer, deputy sheriff, or jail officer."
VA,VA H    5109,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5109&ciq=ncsl&client_md=d78a34d1a5e8e883e78ec8a3fc2d4ded&mode=current_text,2020,Department of Criminal Justice Services,Enacted - Act No. 48,11/09/2020 - Enacted,['Hope (D)'],"['Training', ' Certification', ' Oversight']","Requires the Department of Criminal Justice Services to develop a uniform curriculum and lesson plans for the compulsory minimum entry level, in service, and advanced training standards to be employed by criminal justice training academies approved by the Department when conducting training."
VA,VA H    5112,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5112&ciq=ncsl&client_md=efd208648fd75010b57864721168af66&mode=current_text,2020,Duty to Render Aid,Failed - Died,9/3/2020,['Levine (D)'],"['Other Issues', ' Use of Force']","Relates to law enforcement officers, requires any law enforcement officer who witnesses another person suffering from a serious bodily injury or a life threatening condition to render aid and makes it a duty to report acts of wrongdoing committed by another law enforcement officer."
VA,VA S    5112,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010S5112&ciq=ncsl&client_md=449cc336c3a58cf8a63f9b8b7ec5b686&mode=current_text,2020,Decertification of Law Enforcement Officers,Failed - Died,8/18/2020,['McDougle (R)'],['Decertification'],"Relates to decertification of law enforcement officers, relates to acts that compromise integrity or credibility, requires the Sheriff, Chief of Police, or agency administrator to notify the Criminal Justice Services Board in writing within a specified number of hours of becoming aware that any certified law-enforcement or jail officer currently employed by his agency has been placed on a Brady list."
VA,VA S    5113,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010S5113&ciq=ncsl&client_md=cc18e6e5545a060ff6e75d3b27f63103&mode=current_text,2020,Crisis Intervention Team Training,Failed - SENATE,8/18/2020,['McDougle (R)'],['Policing Alternatives and Collaboration'],"Relates to crisis intervention team training, relates to appropriation, appropriates a sum sufficient to provide basic and advanced crisis intervention team training to all state and local law enforcement officers in the Commonwealth."
VA,VA H    5114,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5114&ciq=ncsl&client_md=315cb4a4766226ea49894b717495ba72&mode=current_text,2020,Law Enforcement Officer Conduct,Pending - Died,8/22/2020,['Aird (D)'],['Use of Force'],"Relates to law enforcement officer conduct during an arrest or detention, relates to use of force, relates to prohibited practices, prohibits the use of excessive force, defined in the bill as any force that is objectively unreasonable given the totality of the circumstances, including the severity of the crime at issue, whether the suspect poses an immediate threat to the safety of the officers or others, and whether the suspect is actively resisting arrest or attempting to evade arrest by flight."
VA,VA H    5126,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5126&ciq=ncsl&client_md=26aac4be94b8acbca55195640a4eedde&mode=current_text,2020,School Resource Officers,Failed - Died,8/24/2020,['Kory (D)'],['Other Issues'],"Relates to school resource officers, relates to duties, relates to prohibitions, clarifies that a school resource officer is a certified law enforcement officer who is hired by the local law enforcement agency for the singular purpose of providing law enforcement and security services to public elementary and secondary schools, and is prohibited from enforcing school board student discipline policies that have no connection to the provision of such law enforcement and security services."
VA,VA H    5127,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5127&ciq=ncsl&client_md=acc1383d159845806d46c0699aa3d526&mode=current_text,2020,Crisis Intervention Teams,Failed - Died,8/24/2020,['Kory (D)'],['Policing Alternatives and Collaboration'],"Relates to crisis intervention teams, relates to bilingual and multilingual members, directs the Department of Criminal Justice Services to include in the criteria for the development of crisis intervention teams a requirement that each crisis intervention team include at least two individuals who are fluent in a language or languages other than English that are commonly spoken in the community."
VA,VA H    5128,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5128&ciq=ncsl&client_md=ce0b267e1904dd129ffe64d81fe22656&mode=current_text,2020,Department of Criminal Justice Services,Failed - Died,8/25/2020,['Wampler (R)'],"['Training', ' Oversight', ' Use of Force']","Relates to the Department of Criminal Justice Services, relates to powers and duties, requires the Department of Criminal Justice Services to establish training standards and to publish and periodically update model policies for law enforcement personnel on deescalation techniques and practices, including guidelines for the use of force continuum and the risks of using neck restraints, such as chokeholds."
VA,VA H    5131,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5131&ciq=ncsl&client_md=b9af806fe201f335e75e6cc41ad238a6&mode=current_text,2020,Uniformed Law Enforcement Officers,Failed - Died,8/25/2020,['Carter (D)'],"['Other Issues', ' Standards']","Relates to uniformed law-enforcement officers, relates to identification, relates to penalty, requires every law-enforcement officer who is on duty and in uniform to wear a badge, nameplate, or other device that conspicuously displays the officer's badge or other identification number or the name of the officer, provides that upon request for identification from any person, a law-enforcement officer who is on duty and in uniform shall disclose his badge or other identification number or his name."
VA,VA H    5133,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5133&ciq=ncsl&client_md=6bef051edf9cf0a744554154fe39ecae&mode=current_text,2020,Police Officers Deputy Sheriffs and Jail Officers,Failed - Died,8/25/2020,['Bell Ro (R)'],['Decertification'],"Relates to police officers, deputy sheriffs, and jail officers, relates to employment and decertification, provides that any sheriff or chief of police, the director or chief executive of any agency or department employing deputy sheriffs or law-enforcement officers, and the Director of the Department of Criminal Justice Services shall disclose to a prospective law-enforcement or jail employer any information related to an arrest or prosecution of a former police officer, deputy sheriff, or jail officer."
VA,VA H    5134,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5134&ciq=ncsl&client_md=6d3af897872fd4976c2839d63c7b44ae&mode=current_text,2020,Law Enforcement Officers,Pending - Died,8/25/2020,['Bell Ro (R)'],['Use of Force'],"Relates to law-enforcement officers, relates to duty to intervene and report unlawful use of force, requires a law-enforcement officer who witnesses another law-enforcement officer engaging or attempting to engage in the unlawful use of force against another person to intervene, when such intervention is feasible, to end the unlawful use or attempted unlawful use of force or to prevent the further unlawful use of force and to report such incident to his agency, provides that a law-enforcement officer."
VA,VA H    5135,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5135&ciq=ncsl&client_md=fbb0630b0b7cbd8e69264081ff1c98ea&mode=current_text,2020,Law Enforcement Agencies,Failed - Died,8/25/2020,['Bell Ro (R)'],['Technology'],"Relates to law-enforcement agencies, relates to body-worn camera systems, requires all law-enforcement agencies having jurisdiction over criminal law enforcement or regulatory violations to implement and operate a body-worn camera system and to require officers responsible for the prevention and detection of crime and the enforcement of penal, traffic, or highway laws to be equipped with a body-worn camera system."
VA,VA H    5136,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5136&ciq=ncsl&client_md=6133049579685dfb45846e063eef201e&mode=current_text,2020,Decertification of Law Enforcement Officers,Failed - Died,8/25/2020,['Avoli (R)'],"['Training', ' Oversight', ' Standards']","Relates to decertification of law-enforcement officers, relates to Criminal Justice Services Board, relates to statewide professional standards of conduct, requires the Criminal Justice Services Board (the Board) to adopt statewide professional standards of conduct applicable to all law-enforcement officers, requires any chief of police, sheriff, or agency administrator to notify the Board in writing within 48 hours of becoming aware."
VA,VA H    5137,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5137&ciq=ncsl&client_md=06bbc8ff0b4c00658065a2d3b6f913a3&mode=current_text,2020,Law Enforcement Agencies,Failed - Died,8/25/2020,['Avoli (R)'],"['Certification', ' Oversight']","Relates to law-enforcement agencies, relates to accreditation, requires all local and state law-enforcement agencies to obtain and maintain accreditation by the Virginia Law Enforcement Professional Standards Commission, States that the Department of Criminal Justice Services (the Department) shall establish a review process to assist any law-enforcement agency that has failed to obtain or maintain accreditation status."
VA,VA H    5139,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5139&ciq=ncsl&client_md=2c95848f7e023174555e0713d22d9217&mode=current_text,2020,Projecting Laser at Law Enforcement Officer,Pending - Died,8/26/2020,['Robinson (R)'],['Other Issues'],"Increases from a Class 2 misdemeanor to a Class 1 misdemeanor the penalty for any person who intentionally projects a beam or a point of light from a laser, a laser gun sight, or any device that simulates a laser at another person while knowing or having reason to know such other person is a law enforcement or correctional officer."
VA,VA H    5143,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2020010H5143&ciq=ncsl&client_md=335c5edb24476efa817235384bf729d2&mode=current_text,2020,Assault and Battery,Pending - Died,8/27/2020,['Campbell R (R)'],['Other Issues'],"Relates to assault and battery, increases the penalty for committing an assault or an assault and battery against a judge, magistrate, law enforcement officers, correctional officers, a person directly involved in the care, treatment, or supervision of inmates, and volunteer firefighter or any emergency medical services personnel from a Class 6 felony with a mandatory term of confinement to a Class 5 felony."
WA,WA H    1000,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1000&ciq=ncsl&client_md=10a0fd4c7caa165d64790e821c0c235e&mode=current_text,2021,Mental Health Support for Law Enforcement Officers,Pending - Carryover - House Appropriations Committee,1/11/2021,['Maycumber (R)'],['Officer Safety and Wellbeing'],Expands mental health support for law enforcement officers.
WA,WA H    1001,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1001&ciq=ncsl&client_md=6a7ca3ce2f23617704482b77bc5fe64a&mode=current_text,2021,Law Enforcement Professional Grant Program,Enacted - Act No.  52,04/16/2021 - Enacted,['Maycumber (R)'],"['Training', ' Employment and Labor', ' Other Issues']",Establishes a law enforcement professional development outreach grant program.
WA,WA H    1054,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1054&ciq=ncsl&client_md=bcaaef16cfa585869e3fe162722dd148&mode=current_text,2021,Tactics and Equipment Used by Peace Officers,To Governor - To Governor,4/23/2021,['Johnson J (D)'],"['Policing Alternatives and Collaboration', ' Other Issues', ' Use of Force', ' Standards']",Establishes requirements for tactics and equipment used by peace officers.
WA,WA H    1082,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1082&ciq=ncsl&client_md=ce4da4a8cda98ab5320ca655ba80acac&mode=current_text,2021,State Oversight and Accountability of Peace Officers,Pending - Carryover - House Public Safety Committee,1/11/2021,['Goodman (D)'],"['Training', ' Certification', ' Employment and Labor', ' Oversight', ' Decertification', ' Standards']",Concerns state oversight and accountability of peace officers and corrections officers.
WA,WA H    1089,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1089&ciq=ncsl&client_md=6482127007f6b2afbf1a952b836ce26f&mode=current_text,2021,Audits of Requirements Relating to Peace Officers,To Governor - To Governor,4/7/2021,['Ramos (D)'],"['Other Issues', ' Oversight', ' Use of Force', ' Standards']",Concerns compliance audits of requirements relating to peace officers and law enforcement agencies.
WA,WA H    1092,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1092&ciq=ncsl&client_md=3ad18a32d234d7e9e99656426f89bb91&mode=current_text,2021,Law Enforcement Data Collection,Pending - Carryover - House Rules Committee,1/11/2021,['Lovick (D)'],['Data and Transparency'],Concerns law enforcement data collection.
WA,WA H    1174,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1174&ciq=ncsl&client_md=8ed478f7c3147a2242ac6d21d8336826&mode=current_text,2021,Recordation of Custodial Interrogations Act,Pending - Carryover - House Public Safety Committee,1/13/2021,['Peterson (D)'],['Standards'],Enacts the uniform electronic recordation of custodial interrogations act.
WA,WA H    1202,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1202&ciq=ncsl&client_md=e0fae6c75326f170bdc3103f5c3c7d34&mode=current_text,2021,Persons Injured as a Result of Police Misconduct,Pending - Carryover - House Rules Committee,1/14/2021,['Thai (D)'],"['Policing Alternatives and Collaboration', ' Other Issues', ' Oversight', ' Use of Force']","Addresses meaningful civil remedies for persons injured as a result of police misconduct, including by allowing for an award of attorney fees in addition to damages and injunctive and declaratory relief."
WA,WA H    1203,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1203&ciq=ncsl&client_md=ad015a8bae7cc13ecf26fe662c38e435&mode=current_text,2021,Community Oversight Boards,Pending - Carryover - House Rules Committee,1/14/2021,['Johnson J (D)'],['Oversight'],Concerns community oversight boards.
WA,WA H    1223,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1223&ciq=ncsl&client_md=6f2d76e282b2da67e7600b05474ef706&mode=current_text,2021,Uniform Electronic Recordation,To Governor - To Governor,4/10/2021,['Peterson (D)'],['Standards'],Enacts the uniform electronic recordation of custodial interrogations act.
WA,WA H    1262,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1262&ciq=ncsl&client_md=4e41ea51f29a0bc1d26a479c7d1ee5d7&mode=current_text,2021,Background Investigations of Peace Officers,Pending - Carryover - House Rules Committee,1/18/2021,['Klippert (R)'],"['Employment and Labor', ' Oversight']","Concerns background investigations of peace officers, reserve officers, and corrections officers."
WA,WA H    1267,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1267&ciq=ncsl&client_md=d111eb3cfb1bc8f5b7e7a97be3f6ae74&mode=current_text,2021,Investigation of Potential Criminal Conduct,To Governor - To Governor,4/9/2021,['Entenman (D)'],"['Policing Alternatives and Collaboration', ' Oversight', ' Use of Force', ' Standards']","Concerns investigation of potential criminal conduct arising from police use of force, including custodial injuries, and other officer-involved incidents."
WA,WA H    1310,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1310&ciq=ncsl&client_md=a32461576e8c447fedf6ffaece799afa&mode=current_text,2021,Permissible Uses of Force By Law Enforcement,To Governor - To Governor,4/23/2021,['Johnson J (D)'],['Use of Force'],Concerns permissible uses of force by law enforcement and correctional officers.
WA,WA H    1507,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1507&ciq=ncsl&client_md=1eaba31abd7b05dfbfc1f7bd66db1fbd&mode=current_text,2021,Independent Prosecutions of Criminal Conduct,Pending - Carryover - House Public Safety Committee,2/5/2021,['Entenman (D)'],"['Investigations and Discipline', ' Use of Force']",Establishes a mechanism for independent prosecutions of criminal conduct arising from police use of force.
WA,WA H    1558,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000H1558&ciq=ncsl&client_md=ee361348fcc8c297750a3b56ff2f78f2&mode=current_text,2021,Behavioral Health System,Pending - Carryover - House Health Care and Wellness Committee,3/22/2021,['Griffey (R)'],"['Training', ' Policing Alternatives and Collaboration', ' Standards']",Promotes recovery and improving public safety by providing behavioral health system responses to individuals with substance use disorder and providing training to law enforcement personnel.
WA,WA S    5051,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5051&ciq=ncsl&client_md=758f4f06cadece88d64eac31665d47fa&mode=current_text,2021,Accountability of Peace Officers,To Governor - To Governor,4/7/2021,['Pedersen (D)'],"['Certification', ' Employment and Labor', ' Other Issues', ' Oversight', ' Decertification', ' Standards']",Concerns state oversight and accountability of peace officers and corrections officers.
WA,WA S    5055,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5055&ciq=ncsl&client_md=b6800b7525a734bf50e9cd4611d77385&mode=current_text,2021,Law Enforcement Personnel Collective Bargaining,Enacted - Act No.  13,04/07/2021 - Enacted,['Nguyen (D)'],['Employment and Labor'],Concerns law enforcement personnel collective bargaining.
WA,WA S    5066,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5066&ciq=ncsl&client_md=097c3edf0c72f1336cf1b4b1ee5252a4&mode=current_text,2021,Duty of Peace Officers to Intervene,To Governor - To Governor,4/7/2021,['Dhingra (D)'],['Use of Force'],Concerns a peace officer's duty to intervene.
WA,WA S    5069,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5069&ciq=ncsl&client_md=114e0b51b0a3ed08deed3091c8bbce3d&mode=current_text,2021,Compliance Audits of Peace Officer Requirements,Pending - Carryover - Senate Law & Justice Committee,1/11/2021,['Dhingra (D)'],['Oversight'],Concerns compliance audits of requirements relating to peace officers and law enforcement agencies.
WA,WA S    5089,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5089&ciq=ncsl&client_md=9b7f1b20ab55c48606a30a75c2286201&mode=current_text,2021,Peace Officer Hiring and Certification,Pending - Carryover - Indefinitely Postponed,1/11/2021,['Kuderer (D)'],"['Training', ' Certification', ' Employment and Labor', ' Decertification', ' Standards']",Concerns peace officer hiring and certification.
WA,WA S    5094,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5094&ciq=ncsl&client_md=5cae84f63a4de2e7936d777de54e066b&mode=current_text,2021,Vascular Neck Restraints,Pending - Carryover - Senate Law & Justice Committee,1/11/2021,['Padden (R)'],"['Use of Force', ' Standards']",Concerns vascular neck restraints.
WA,WA S    5134,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5134&ciq=ncsl&client_md=0d2763960dd9eec551c4dd2633ed8edd&mode=current_text,2021,Public Trust and Confidence in Law Enforcement,"Pending - Carryover - Senate Labor, Commerce & Tribal Affairs Committee",1/11/2021,['Salomon (D)'],"['Employment and Labor', ' Other Issues', ' Oversight', ' Use of Force']","Enhances public trust and confidence in law enforcement and strengthening law enforcement accountability for general authority Washington peace officers, excluding department of fish and wildlife officers."
WA,WA S    5135,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5135&ciq=ncsl&client_md=ae626ec1491c0a1ea64020ad79e04f20&mode=current_text,2021,Unlawfully Summoning a Police Officer,To Governor - To Governor,3/8/2021,['Das (D)'],['Other Issues'],"Concerns unlawfully summoning a police officer, provides that a person may bring a civil action for damages against any person who knowingly causes a law enforcement officer to arrive at a location to contact another person with the intent to discriminate against, harass, or for other specified intentions."
WA,WA S    5259,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5259&ciq=ncsl&client_md=2c3a797f96e8b3ca480b16563c135806&mode=current_text,2021,Law Enforcement Data Collection,To Governor - To Governor,4/6/2021,['Nobles (D)'],['Data and Transparency'],Concerns law enforcement data collection.
WA,WA S    5261,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5261&ciq=ncsl&client_md=8a83080f269c1faff8dec17d08f0b5fc&mode=current_text,2021,Information Regarding Police Use of Deadly Force,Pending - Carryover - Senate Law & Justice Committee,1/18/2021,['Padden (R)'],"['Use of Force', ' Data and Transparency']","Collects information regarding police use of deadly force, personnel complaints, pursuit incidences, and patrol car crashes."
WA,WA S    5263,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5263&ciq=ncsl&client_md=c1c571a4e20a1ba6e6a9480a9b7cef67&mode=current_text,2021,Defenses in Personal Injury and Wrongful Death Actions,To Governor - To Governor,3/5/2021,['Frockt (D)'],['Use of Force'],"Concerns defenses in personal injury and wrongful death actions where the person injured or killed was committing a felony, adds an exception for actions arising out of law enforcement activities to the complete defense to any action for damages for personal injury or wrongful death that the person injured or killed was engaged in the commission of a felony, provides that in such law enforcement actions, it must be proven that the person was engaged in the commission of a felony at the time of occurrence."
WA,WA S    5296,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5296&ciq=ncsl&client_md=b7ac4b57388567755a8446e9d31e8920&mode=current_text,2021,Definition of Index for State Patrol Retirement System,Enacted - Act No.  98,04/16/2021 - Enacted,['Schoesler (R)'],['Employment and Labor'],Modifies the definition of index for the Washington state patrol retirement system.
WA,WA S    5336,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5336&ciq=ncsl&client_md=57cd0033db7ecb5d440559e8dcb9790d&mode=current_text,2021,Law Enforcement Officer and Firefighter Retirement,Pending - Carryover - Senate Ways and Means Committee,1/22/2021,['Conway (D)'],['Employment and Labor'],Concerns law enforcement officers' and firefighters' retirement system disability boards.
WA,WA S    5353,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5353&ciq=ncsl&client_md=1ac12f8c8e59901bab835a3b2aa9b130&mode=current_text,2021,Partnership Model that Facilitates Community Engagement,To Governor - To Governor,4/9/2021,['Conway (D)'],"['Policing Alternatives and Collaboration', ' Other Issues']",Creates a partnership model that facilitates community engagement with law enforcement.
WA,WA S    5455,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5455&ciq=ncsl&client_md=c3c7a4f4585bd8b91f138c8565a81043&mode=current_text,2021,Body Worn and Vehicle Dashboard Camera Recordings,Pending - Carryover - Senate Law & Justice Committee,2/11/2021,['Gildon (R)'],"['Oversight', ' Technology', ' Data and Transparency']",Retains body worn and vehicle dashboard camera recordings.
WA,WA S    5485,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2021000S5485&ciq=ncsl&client_md=0516d3a23bf83687e84f251a9959bab5&mode=current_text,2021,Traffic Stops for Certain Traffic Violations and Adding,Pending - Carryover - Senate Transportation Committee,4/19/2021,['Nguyen (D)'],"['Policing Alternatives and Collaboration', ' Other Issues', ' Standards']",Prohibits traffic stops for certain traffic violations.
WV,WV S    18,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000S18&ciq=ncsl&client_md=5743121a4edd5f95f8ecea1b8e4371e8&mode=current_text,2021,Worker Compensation for First Responders,Failed - Adjourned - Senate Banking and Insurance Committee,2/10/2021,['Romano (D)'],"['Employment and Labor', ' Officer Safety and Wellbeing']",Allows workers' compensation for first responders diagnosed with PTSD due to event during employment.
WV,WV S    45,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000S45&ciq=ncsl&client_md=3cf78749c3f7f3e56ca3a225078ca2f2&mode=current_text,2021,Required Equipment for State Police,Failed - Adjourned - Senate Government Organization Committee,2/10/2021,['Hamilton (R)'],['Other Issues'],Relates to required equipment for State Police and Natural Resources police officers.
WV,WV S    240,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000S240&ciq=ncsl&client_md=78774c2271e577af572b93b572336f53&mode=current_text,2021,Worker Compensation Benefits for First Responders,Failed - Adjourned - Senate Banking and Insurance Committee,2/11/2021,['Baldwin (D)'],"['Employment and Labor', ' Officer Safety and Wellbeing']",Allows workers' compensation benefits for first responders diagnosed with PTSD.
WV,WV S    320,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000S320&ciq=ncsl&client_md=9660c686ae7b4ade7a40f3d801bf7fbe&mode=current_text,2021,Worker Compensation Benefits,Failed - Adjourned - Senate Banking and Insurance Committee,2/17/2021,['Jeffries (D)'],"['Employment and Labor', ' Officer Safety and Wellbeing']",Allows workers' compensation benefits for first responders diagnosed with PTSD.
WV,WV S    434,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000S434&ciq=ncsl&client_md=5465917989b14669d8275b278f33c063&mode=current_text,2021,Training for Law Enforcement Officers,Enacted - Signed by Governor,04/26/2021 - Enacted,['Woelfel (D)'],"['Training', ' Standards']","Relates to law-enforcement training for investigating sexual assault cases involving adult victims, requires the Law-Enforcement Professional Standards Subcommittee of the Governor’s Committee on Crime, Delinquency, and Correction to develop standards and procedures for law-enforcement officers responsible for investigating sexual assault cases involving adult victims, sets forth required components of training."
WV,WV S    579,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000S579&ciq=ncsl&client_md=85f7b38bdb6186e5af0276d5c57cf76c&mode=current_text,2021,State Police Loan Forgiveness Program,Failed - Adjourned - Senate Government Organization Committee,3/5/2021,['Ihlenfeld (D)'],['Employment and Labor'],Establishes State Police Loan Forgiveness Program.
WV,WV S    627,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000S627&ciq=ncsl&client_md=60422bd942a668132bd04d325b01e533&mode=current_text,2021,Worker Compensation Benefits for First Responders,Failed - Adjourned - Senate Banking and Insurance Committee,3/11/2021,['Weld (R)'],"['Employment and Labor', ' Officer Safety and Wellbeing']",Allows workers' compensation benefits for first responders diagnosed with PTSD.
WV,WV S    634,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000S634&ciq=ncsl&client_md=d30433bacd903c039d66b7e5d18f878d&mode=current_text,2021,Training of Certain Officers for Persons with Autism,Enacted - Signed by Governor,04/19/2021 - Enacted,['Caputo (D)'],['Training'],Requires training of certain officers for persons with autism spectrum disorder.
WV,WV S    658,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000S658&ciq=ncsl&client_md=7243714e9127df9e753997ed1fce29ff&mode=current_text,2021,Handle With Care Program for Trauma Inflicted Children,Enacted - Signed by Governor,04/26/2021 - Enacted,['Grady (R)'],['Policing Alternatives and Collaboration'],Requires sheriff's departments to participate and utilize Handle With Care Program for trauma inflicted children.
WV,WV H    2048,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2048&ciq=ncsl&client_md=508db2e49c9adc89d9bed32f1dec8d65&mode=current_text,2021,Deputy Sheriff Retirement System,Failed - Adjourned - House Pensions and Retirement Committee,2/10/2021,['Lovejoy (D)'],['Employment and Labor'],Relates to Deputy Sheriff Retirement System.
WV,WV H    2051,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2051&ciq=ncsl&client_md=1445e1a5352a6c323d5d68ab7c2a4a61&mode=current_text,2021,Worker Compensation Benefits for First Responders,Failed - Adjourned - House Fire Departments and Emergency Medical Services Committee,2/10/2021,['Lovejoy (D)'],['Officer Safety and Wellbeing'],Allows workers' compensation benefits for first responders diagnosed with post traumatic stress disorder.
WV,WV H    2340,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2340&ciq=ncsl&client_md=e13b147964d5de6c5493a2ee7c31c166&mode=current_text,2021,Compensation for State Police Officers,Failed - Adjourned - House Finance Committee,2/12/2021,['Hanna (R)'],['Employment and Labor'],Relates to the require compensation for state police officers when required to be on standby so they can be called back to work if necessary.
WV,WV H    2360,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2360&ciq=ncsl&client_md=45f59ef18eb3362f0496d4903a00e05a&mode=current_text,2021,Criminal Penalty for Killing Police,Failed - Adjourned - House Judiciary Committee,2/13/2021,['Pushkin (D)'],['Officer Safety and Wellbeing'],Increases criminal penalty for killing police and corrections officer in the line of duty.
WV,WV H    2377,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2377&ciq=ncsl&client_md=c3611b7a986499a0ed89005a2b5b769a&mode=current_text,2021,First Degree Murder of Law Enforcement Officer,Failed - Adjourned - House Judiciary Committee,2/13/2021,['Westfall (R)'],['Officer Safety and Wellbeing'],Applies death penalty for first degree murder of law enforcement officer or first responder.
WV,WV H    2378,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2378&ciq=ncsl&client_md=d3f3e6979bf0824e2ec028924af8569f&mode=current_text,2021,Enhanced Criminal Penalties,Failed - Adjourned - House Judiciary Committee,2/13/2021,['Westfall (R)'],['Officer Safety and Wellbeing'],Provides enhanced criminal penalties for offenses committed against law enforcement officers or first responders.
WV,WV H    2738,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2738&ciq=ncsl&client_md=c33d4fa6bb0c295ff1c4b8c79ba7b424&mode=current_text,2021,Motivated Intimidation of Responders Prosecution Act,Failed - Adjourned - House Judiciary Committee,2/24/2021,['Reynolds (R)'],['Officer Safety and Wellbeing'],Concerns bias Motivated Intimidation of Responders Prosecution Act.
